iter	Logloss
0	0.6456803519
1	0.6249699865
2	0.6018201149
3	0.5705306765
4	0.5369728736
5	0.510866277
6	0.4847936537
7	0.4625671199
8	0.4429689972
9	0.4310016601
10	0.4090380799
11	0.3887053033
12	0.3703346426
13	0.3547602993
14	0.3394542839
15	0.3231518325
16	0.3083675715
17	0.2959343882
18	0.2813596108
19	0.270116497
20	0.2637830259
21	0.2554859562
22	0.2471643315
23	0.2410959631
24	0.2305884249
25	0.223371592
26	0.216107779
27	0.2100181512
28	0.2028884802
29	0.1974552891
30	0.1909405935
31	0.1841112933
32	0.1777255793
33	0.172447828
34	0.1676416068
35	0.1620066823
36	0.1586384868
37	0.1538480694
38	0.1491568343
39	0.1447885481
40	0.1408953182
41	0.1369482609
42	0.1332759905
43	0.1298197332
44	0.1263330644
45	0.1229924843
46	0.1193954853
47	0.1160208871
48	0.1135170567
49	0.1108783124
50	0.1079847774
51	0.105454035
52	0.1027213096
53	0.1004805658
54	0.09827154867
55	0.09590624517
56	0.09410480624
57	0.09191732811
58	0.08966428895
59	0.08751616547
60	0.08539369513
61	0.08399997003
62	0.08217126761
63	0.08047864603
64	0.0787632145
65	0.07678758704
66	0.07525674019
67	0.07386137808
68	0.07254017593
69	0.07092537277
70	0.06941216369
71	0.06815606838
72	0.06652963846
73	0.06536696756
74	0.06392676192
75	0.06267310943
76	0.06137698271
77	0.06005997432
78	0.05918630326
79	0.05798076986
80	0.05680785837
81	0.05595507189
82	0.05486260883
83	0.05380985444
84	0.05285936728
85	0.05191530869
86	0.05094235263
87	0.04999153093
88	0.04912471046
89	0.04832433679
90	0.04753708382
91	0.04672701362
92	0.04588233482
93	0.04509411352
94	0.04444669526
95	0.0437030717
96	0.04291930387
97	0.04218335745
98	0.04139581516
99	0.04066918067
100	0.03992976673
101	0.03923814192
102	0.03861024711
103	0.03797141404
104	0.03730988547
105	0.03670057431
106	0.03616430951
107	0.0355480132
108	0.03498652818
109	0.03449544118
110	0.03399024532
111	0.03352143985
112	0.03298810457
113	0.03254023251
114	0.03207341117
115	0.0315922785
116	0.03113063911
117	0.03069423072
118	0.03026885905
119	0.0298159518
120	0.02941066992
121	0.02901168216
122	0.02870620818
123	0.02837275984
124	0.0280141014
125	0.02767684516
126	0.02726737582
127	0.02689694617
128	0.02655213099
129	0.0261959066
130	0.02587755722
131	0.02556624319
132	0.02528006994
133	0.02503357871
134	0.02469241172
135	0.02444725921
136	0.02418039968
137	0.02394000972
138	0.02368890074
139	0.02344164234
140	0.02315682142
141	0.02288166829
142	0.02263694363
143	0.0223992934
144	0.02214769118
145	0.02193281264
146	0.02171140247
147	0.0214938868
148	0.02125463225
149	0.02101654974
150	0.02080066069
151	0.02060605416
152	0.02040669073
153	0.0201880301
154	0.01999014424
155	0.01980207115
156	0.0196324516
157	0.01945319985
158	0.01927330354
159	0.01908425985
160	0.01889978182
161	0.01869979056
162	0.01853773281
163	0.01836362011
164	0.01819603437
165	0.01802412386
166	0.01787976059
167	0.01773791439
168	0.01757619157
169	0.01742423515
170	0.01728321373
171	0.01711133421
172	0.01694637625
173	0.01680978769
174	0.01665163019
175	0.01648538367
176	0.01636676609
177	0.01621832976
178	0.01608694126
179	0.01595489056
180	0.01581145284
181	0.01567149122
182	0.0155448517
183	0.01540781121
184	0.01529507924
185	0.01516870316
186	0.0150616435
187	0.01492993348
188	0.01483648745
189	0.01472747797
190	0.01459229783
191	0.01447969021
192	0.01437470392
193	0.01426284005
194	0.0141612381
195	0.0140500815
196	0.01394572451
197	0.0138410986
198	0.01374588157
199	0.01365961776
200	0.01355948537
201	0.01345886829
202	0.01336415907
203	0.01327793306
204	0.01318306045
